-0.000000;0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.330920;-0.034925;0.008201
-0.000000;0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;-0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.385632;-0.030269;-0.003630
-0.000000;0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.248473;-0.008972;0.009361
-0.366350;-0.012410;0.002119
-0.000000;-0.000000;-0.000000
-0.000000;-0.000000;0.000000
-0.346626;-0.001443;0.004404
-0.000000;0.000000;0.000000
-0.364682;-0.001200;0.003856
-0.348652;-0.000599;0.005945
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.320358;-0.006955;0.000355
-0.000000;0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.269381;-0.008401;0.008141
-0.296819;-0.000208;0.008292
-0.336163;-0.032935;0.004264
-0.000000;-0.000000;0.000000
-0.000000;0.000000;0.000000
-0.000000;0.000000;0.000000
-0.368533;0.005763;0.010345
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.329381;-0.035123;0.010546
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.312578;0.002722;0.003264
-0.273626;-0.000151;0.006782
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;-0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;0.000000;0.000000
-0.379791;-0.007870;-0.001044
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.303568;-0.006206;0.006220
-0.000000;0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.355559;0.003933;0.002171
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.266707;0.000126;0.007590
-0.350851;-0.001727;0.004632
-0.000000;0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.300432;0.004341;0.006370
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.269046;-0.002730;0.007591
-0.000000;0.000000;0.000000
-0.354126;-0.010486;-0.000284
-0.000000;-0.000000;0.000000
-0.000000;0.000000;0.000000
-0.000000;-0.000000;0.000000
-0.000000;-0.000000;0.000000
