0.044876;0.000000;0.019917
0.044442;0.004386;0.019917
0.043586;0.008687;0.019917
0.042323;0.012865;0.019917
0.040680;0.016887;0.019917
0.038633;0.020698;0.019917
0.036265;0.024292;0.019917
0.033584;0.027637;0.019917
0.030610;0.030704;0.019917
0.027366;0.033464;0.019917
0.023866;0.035867;0.019917
0.020201;0.037987;0.019950
0.017027;0.041375;0.020833
0.012864;0.042791;0.020833
0.008587;0.043784;0.020833
0.004244;0.044398;0.020833
-0.000137;0.044584;0.020833
-0.004514;0.044346;0.020833
-0.008856;0.043733;0.020833
-0.013131;0.042726;0.020833
-0.017291;0.041294;0.020833
-0.021296;0.039458;0.020833
-0.025127;0.037263;0.020833
-0.028759;0.034729;0.020833
-0.032137;0.031842;0.020833
-0.035214;0.028618;0.020833
-0.038013;0.025126;0.020833
-0.040464;0.021359;0.020833
-0.042537;0.017352;0.020833
-0.044242;0.013152;0.020833
-0.045527;0.008783;0.020833
-0.046407;0.004292;0.020833
-0.046833;-0.000288;0.020833
-0.046793;-0.004908;0.020833
-0.046320;-0.009528;0.020833
-0.045363;-0.014095;0.020833
-0.043967;-0.018569;0.020833
-0.042121;-0.022900;0.020833
-0.039844;-0.027046;0.020833
-0.037140;-0.030949;0.020833
-0.034038;-0.034566;0.020833
-0.030584;-0.037871;0.020833
-0.026798;-0.040815;0.020833
-0.022722;-0.043369;0.020833
-0.018389;-0.045478;0.020833
-0.013855;-0.047138;0.020833
-0.009169;-0.048325;0.020833
-0.004384;-0.049048;0.020833
0.000445;-0.048249;0.020833
0.005180;-0.047956;0.020833
0.009857;-0.047181;0.020833
0.014424;-0.045926;0.020833
0.018783;-0.044096;0.020767
0.021883;-0.039955;0.019750
0.025447;-0.037241;0.019583
0.028632;-0.034146;0.019417
0.032553;-0.031860;0.019917
0.035430;-0.028433;0.019917
0.037877;-0.024702;0.019917
0.039950;-0.020775;0.019917
0.041620;-0.016680;0.019917
0.042849;-0.012452;0.019917
0.043664;-0.008146;0.019917
0.044027;-0.003799;0.019917
0.045772;0.000000;0.019917
0.045347;0.004475;0.019917
0.044461;0.008862;0.019917
0.043162;0.013120;0.019917
0.041491;0.017223;0.019917
0.039425;0.021122;0.019917
0.037014;0.024794;0.019917
0.034237;0.028175;0.019917
0.031213;0.031309;0.019917
0.027906;0.034123;0.019917
0.024353;0.036599;0.019917
0.020584;0.038706;0.019917
0.017361;0.042188;0.020833
0.013122;0.043650;0.020833
0.008758;0.044658;0.020833
0.004327;0.045271;0.020833
-0.000140;0.045501;0.020833
-0.004606;0.045248;0.020833
-0.009029;0.044586;0.020833
-0.013385;0.043552;0.020833
-0.017630;0.042104;0.020833
-0.021721;0.040245;0.020833
-0.025631;0.038011;0.020833
-0.029310;0.035394;0.020833
-0.032765;0.032464;0.020833
-0.035914;0.029186;0.020833
-0.038765;0.025623;0.020833
-0.041255;0.021777;0.020833
-0.043395;0.017702;0.020833
-0.045139;0.013419;0.020833
-0.046446;0.008961;0.020833
-0.047346;0.004379;0.020833
-0.047750;-0.000294;0.020833
-0.047751;-0.005009;0.020833
-0.047259;-0.009722;0.020833
-0.046304;-0.014387;0.020833
-0.044883;-0.018956;0.020833
-0.042988;-0.023372;0.020833
-0.040666;-0.027604;0.020833
-0.037915;-0.031594;0.020833
-0.034751;-0.035290;0.020833
-0.031215;-0.038653;0.020833
-0.027356;-0.041665;0.020833
-0.023199;-0.044278;0.020833
-0.018776;-0.046435;0.020833
-0.014150;-0.048142;0.020833
-0.009365;-0.049359;0.020833
-0.004476;-0.050079;0.020833
0.000454;-0.049249;0.020833
0.005287;-0.048950;0.020833
0.010064;-0.048170;0.020833
0.014726;-0.046885;0.020833
0.018918;-0.044412;0.020450
0.021941;-0.040063;0.019396
0.025962;-0.037995;0.019583
0.029983;-0.035757;0.019917
0.033238;-0.032530;0.019917
0.036120;-0.028987;0.019917
0.038671;-0.025220;0.019917
0.040760;-0.021196;0.019917
0.042452;-0.017014;0.019917
0.043710;-0.012702;0.019917
0.044539;-0.008309;0.019917
0.044941;-0.003878;0.019917
0.046751;0.000000;0.019917
